#TYPE System.Management.Automation.PSCustomObject
"DisplayName","InstallLocation","InstallSource","LocalPackage","PsPath","InstallPropertiesPsPath","Patches","PatchPSPath"
"Microsoft Outlook MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e300c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10001400000000000F01FEC\Patches"
"Microsoft Outlook MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725fd.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10050400000000000F01FEC\Patches"
"Microsoft Outlook MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072587.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10070400000000000F01FEC\Patches"
"Microsoft Outlook MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8c6.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A10090400000000000F01FEC\Patches"
"Microsoft Outlook MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1791.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100A0C00000000000F01FEC\Patches"
"Microsoft Outlook MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001A-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb170c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A100C0400000000000F01FEC\Patches"
"Microsoft Office 64-bit Components 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0012-0000-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8ab.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20000000100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20000000100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20000000100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002A-0410-1000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fa2.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20001400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20001400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20001400100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002A-0405-1000-0000000FF1CE}-C\","C:\Windows\Installer\890725a3.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20050400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20050400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20050400100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002A-0407-1000-0000000FF1CE}-C\","C:\Windows\Installer\8907252f.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20070400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20070400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20070400100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0116-0409-1000-0000000FF1CE}-C\","C:\Windows\Installer\793a8a0.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20090400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20090400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A20090400100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002A-0C0A-1000-0000000FF1CE}-C\","C:\Windows\Installer\7bb172b.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200A0C00100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200A0C00100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200A0C00100000000F01FEC\Patches"
"Microsoft Office Shared 64-bit MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002A-040C-1000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1676.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200C0400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200C0400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109A200C0400100000000F01FEC\Patches"
"Microsoft Groove MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fbb.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0001400000000000F01FEC\Patches"
"Microsoft Groove MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725d0.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0050400000000000F01FEC\Patches"
"Microsoft Groove MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907253e.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0070400000000000F01FEC\Patches"
"Microsoft Groove MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8bc.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB0090400000000000F01FEC\Patches"
"Microsoft Groove MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb175c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00A0C00000000000F01FEC\InstallProperties","","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00A0C00000000000F01FEC\Patches"
"Microsoft Groove MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00BA-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb16bc.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109AB00C0400000000000F01FEC\Patches"
"Microsoft Word MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e301b.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10001400000000000F01FEC\Patches"
"Microsoft Word MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907260c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10050400000000000F01FEC\Patches"
"Microsoft Word MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072591.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10070400000000000F01FEC\Patches"
"Microsoft Word MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8f3.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B10090400000000000F01FEC\Patches"
"Microsoft Word MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb17a1.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100A0C00000000000F01FEC\Patches"
"Microsoft Word MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-001B-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1716.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B100C0400000000000F01FEC\Patches"
"Microsoft Lync MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-012B-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fe9.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21001400000000000F01FEC\Patches"
"Microsoft Lync MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-012B-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725da.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21050400000000000F01FEC\Patches"
"Microsoft Lync MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-012B-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907255e.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B21070400000000000F01FEC\Patches"
"Microsoft Lync MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-012B-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb173a.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B210A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B210A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109B210A0C00000000000F01FEC\Patches"
"Microsoft Office Proofing (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002C-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fda.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20001400000000000F01FEC\Patches"
"Microsoft Office Proofing (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002C-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725ef.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20050400000000000F01FEC\Patches"
"Microsoft Office Proofing (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002C-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907256f.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20070400000000000F01FEC\Patches"
"Microsoft Office Proofing (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-002C-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8da.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109C20090400000000000F01FEC\Patches"
